Skill_Operating Systems,Skill_Algorithms,Skill_Programming Concepts,Skill_Software Engineering,Skill_Computer Networks,Skill_Computer Architecture,Skill_Mathematics,Skill_Communication skills,Working_Hours,Skill_Logical Thinking,No of Hackathons,Skill_Coding,Skill_public speaking,Skill_self-learning,Skill_memory capability,Skill_reading and writing,Gentle or Stubborn?,Management or Technical?,Salary or Work?,Hard or Smart Worker?,Skill_teamwork,Introvert or Extrovert?,Other_Certifications,Workshops,Interested subjects,Interested career area,Type_of_company,Interested Type of Books,Suggested Job Role
80,82,81,89,85,82,94,78,6,9,2,5,1,yes,excellent,medium,gentle,Management,salary,smart worker,no,yes,python,web technologies,Computer Architecture,security,product development,Self help,Network Security Engineer
71,85,74,73,65,81,87,92,12,4,0,4,5,yes,poor,excellent,gentle,Technical,work,hard worker,yes,yes,r programming,database security,parallel computing,cloud computing,Product based,Action and Adventure,Technical Services/Help Desk/Tech Support
93,61,80,81,82,67,71,83,4,3,0,1,3,no,medium,medium,gentle,Technical,work,hard worker,no,yes,python,data science,Management,system developer,SAaS services,Health,Applications Developer
86,62,70,73,89,86,60,85,8,6,0,6,4,yes,poor,poor,stubborn,Technical,salary,smart worker,yes,no,machine learning,web technologies,data engineering,system developer,Service Based,Diaries,Database Developer
64,92,75,91,81,66,64,76,9,8,3,4,4,no,excellent,excellent,stubborn,Management,salary,smart worker,yes,no,app development,hacking,Software Engineering,system developer,Business Process Analysis,Guide,Information Technology Auditor
67,81,89,78,94,64,60,70,7,9,6,9,9,no,excellent,poor,gentle,Technical,work,smart worker,no,yes,app development,data science,hacking,developer,Cloud Services,Anthology,Software Quality Assurance (QA) / Testing
63,68,70,61,63,67,89,69,7,6,2,9,1,yes,medium,poor,stubborn,Management,salary,smart worker,yes,no,r programming,game development,IOT,cloud computing,SAaS services,Drama,Technical Engineer
69,79,88,90,66,64,68,83,11,5,6,1,1,yes,excellent,excellent,gentle,Management,work,smart worker,yes,yes,information security,web technologies,networks,system developer,Product based,Self help,Information Security Analyst
60,68,76,84,87,66,67,75,10,5,5,6,8,no,poor,medium,stubborn,Technical,salary,smart worker,no,yes,information security,web technologies,Computer Architecture,testing,Web Services,Health,Project Manager
85,70,93,82,80,84,80,70,11,7,0,4,9,yes,excellent,excellent,gentle,Technical,work,hard worker,yes,yes,hadoop,cloud computing,parallel computing,developer,Product based,Health,Mobile Applications Developer
69,65,65,89,80,64,66,85,7,8,1,7,7,yes,excellent,medium,stubborn,Technical,salary,hard worker,yes,yes,app development,system designing,Software Engineering,system developer,Finance,Art,Network Security Administrator
67,74,66,90,69,90,87,83,10,4,2,6,1,yes,poor,poor,gentle,Technical,salary,hard worker,no,yes,app development,data science,cloud computing,security,Testing and Maintainance Services,Travel,Systems Security Administrator
74,89,66,82,69,92,74,60,4,7,6,6,6,yes,poor,medium,stubborn,Management,salary,hard worker,yes,yes,python,cloud computing,Management,system developer,Service Based,Self help,Web Developer
78,67,87,64,83,68,90,71,6,3,5,9,5,yes,medium,medium,stubborn,Technical,work,hard worker,yes,no,app development,system designing,Management,developer,Testing and Maintainance Services,Poetry,Mobile Applications Developer
88,60,93,82,67,70,82,73,5,7,3,4,3,no,excellent,excellent,stubborn,Management,work,smart worker,yes,yes,python,hacking,hacking,security,Testing and Maintainance Services,Satire,Business Systems Analyst
90,88,75,65,87,70,73,68,6,5,4,1,9,no,medium,excellent,stubborn,Technical,salary,smart worker,no,no,machine learning,system designing,Computer Architecture,security,Testing and Maintainance Services,Math,Applications Developer
88,82,64,62,74,91,87,86,7,8,2,3,2,yes,medium,poor,gentle,Technical,salary,hard worker,no,yes,shell programming,system designing,programming,cloud computing,Sales and Marketing,History,Software Developer
74,80,92,68,88,67,83,66,10,8,2,8,2,yes,poor,medium,stubborn,Management,salary,hard worker,no,no,distro making,web technologies,programming,testing,Business Process Analysis,Journals,Technical Services/Help Desk/Tech Support
86,79,60,91,91,93,63,89,7,4,5,9,7,no,poor,excellent,gentle,Technical,work,smart worker,no,yes,python,cloud computing,Computer Architecture,system developer,Testing and Maintainance Services,Art,Technical Engineer
71,81,74,79,69,76,62,64,12,1,0,4,2,no,excellent,medium,gentle,Technical,salary,hard worker,yes,no,hadoop,database security,hacking,system developer,Sales and Marketing,Prayer books,Programmer Analyst
85,70,82,80,74,67,80,86,6,9,6,9,8,yes,excellent,excellent,stubborn,Technical,work,smart worker,no,yes,machine learning,database security,networks,cloud computing,Cloud Services,Horror,Technical Support
70,69,91,60,83,62,73,85,6,1,2,7,1,yes,medium,excellent,stubborn,Management,salary,hard worker,no,no,hadoop,database security,hacking,testing,Service Based,Autobiographies,Data Architect
63,74,73,75,70,76,65,92,11,6,2,1,4,no,medium,excellent,stubborn,Technical,work,smart worker,no,yes,r programming,cloud computing,data engineering,developer,Finance,Science,Technical Support
60,68,70,84,61,86,82,75,4,3,0,6,6,no,excellent,poor,gentle,Management,work,hard worker,yes,yes,python,testing,networks,testing,Cloud Services,Dictionaries,Web Developer
79,75,83,93,93,60,83,78,6,7,0,8,3,yes,poor,medium,gentle,Technical,salary,smart worker,yes,yes,information security,system designing,Computer Architecture,Business process analyst,SAaS services,Action and Adventure,Information Technology Manager
76,65,93,83,67,93,79,77,6,5,4,4,9,no,excellent,poor,stubborn,Technical,salary,smart worker,no,yes,hadoop,testing,Management,Business process analyst,Web Services,Horror,Solutions Architect
79,69,79,94,64,79,89,74,12,4,6,6,8,no,medium,medium,stubborn,Management,salary,smart worker,yes,yes,machine learning,system designing,Software Engineering,Business process analyst,Product based,Cookbooks,Information Technology Auditor
80,67,74,87,82,68,94,79,12,4,5,6,7,no,poor,excellent,gentle,Management,work,smart worker,yes,no,information security,hacking,data engineering,cloud computing,Web Services,Travel,Technical Engineer
63,80,77,84,65,64,70,66,11,7,3,4,3,no,poor,poor,gentle,Technical,work,hard worker,yes,yes,shell programming,hacking,networks,Business process analyst,Finance,Health,Information Technology Manager
65,89,71,93,72,70,66,83,11,6,2,3,6,yes,excellent,medium,gentle,Technical,work,hard worker,yes,yes,full stack,system designing,hacking,developer,Product based,Self help,E-Commerce Analyst
84,76,66,75,87,82,88,94,6,8,6,2,3,no,excellent,medium,stubborn,Technical,work,hard worker,yes,yes,full stack,database security,programming,cloud computing,Business Process Analysis,Mystery,Database Manager
64,76,87,67,60,69,69,93,4,9,1,1,2,no,excellent,poor,gentle,Management,work,hard worker,yes,yes,shell programming,data science,Management,cloud computing,Cloud Services,Prayer books,Technical Services/Help Desk/Tech Support
91,70,92,91,66,72,91,69,11,2,2,1,9,no,poor,excellent,gentle,Technical,work,smart worker,no,no,r programming,testing,Management,cloud computing,product development,Journals,Applications Developer
82,69,90,62,89,81,82,83,8,7,6,6,7,yes,poor,excellent,gentle,Technical,salary,smart worker,yes,yes,app development,cloud computing,Management,system developer,Business Process Analysis,Health,Design & UX
84,61,83,91,89,73,74,71,9,3,2,9,7,yes,medium,excellent,stubborn,Technical,salary,smart worker,no,no,full stack,web technologies,parallel computing,testing,Finance,Guide,Programmer Analyst
92,91,93,83,68,76,68,68,5,5,3,7,2,yes,medium,medium,gentle,Management,salary,hard worker,yes,yes,shell programming,data science,Management,developer,Business Process Analysis,Religion-Spirituality,Business Systems Analyst
69,89,71,85,73,85,67,94,8,2,4,4,6,yes,poor,medium,stubborn,Technical,salary,smart worker,no,no,distro making,game development,parallel computing,testing,product development,Science fiction,Database Administrator
81,77,60,93,80,69,72,86,10,4,4,1,8,no,medium,medium,gentle,Management,work,smart worker,no,no,machine learning,game development,hacking,cloud computing,SAaS services,Drama,Portal Administrator
81,73,88,69,82,90,81,65,5,7,0,6,1,yes,excellent,poor,stubborn,Technical,work,smart worker,no,yes,information security,hacking,programming,testing,Product based,Science,Software Developer
68,63,74,72,72,79,66,79,5,3,0,5,6,no,poor,medium,stubborn,Technical,work,hard worker,no,no,hadoop,web technologies,IOT,Business process analyst,Finance,Satire,Portal Administrator
67,80,85,80,69,85,73,84,8,2,2,3,5,yes,poor,poor,gentle,Technical,work,hard worker,no,no,app development,testing,Software Engineering,security,SAaS services,Childrens,Systems Security Administrator
70,76,73,94,63,90,73,76,10,8,6,8,6,yes,poor,excellent,gentle,Management,work,smart worker,yes,no,python,database security,Software Engineering,cloud computing,Cloud Services,Series,Project Manager
60,65,78,94,77,92,91,87,10,2,6,6,1,no,excellent,medium,gentle,Technical,salary,smart worker,yes,yes,app development,system designing,programming,security,Web Services,Satire,Software Engineer
78,68,83,86,71,78,82,77,4,7,1,4,2,no,excellent,excellent,stubborn,Technical,work,smart worker,yes,no,full stack,testing,Computer Architecture,security,Finance,Cookbooks,Information Security Analyst
62,72,70,63,82,86,70,88,9,7,5,8,6,no,poor,medium,gentle,Management,salary,smart worker,yes,no,distro making,data science,networks,system developer,Testing and Maintainance Services,History,Software Quality Assurance (QA) / Testing
75,66,88,61,61,65,76,64,10,6,0,6,7,no,medium,poor,gentle,Technical,salary,smart worker,yes,no,app development,database security,Software Engineering,system developer,SAaS services,Self help,Software Developer
65,78,91,83,75,63,81,91,7,4,2,1,3,no,poor,poor,stubborn,Management,salary,hard worker,yes,yes,distro making,database security,hacking,developer,Sales and Marketing,Drama,Business Intelligence Analyst
61,93,77,83,71,89,77,72,6,2,3,3,8,yes,medium,excellent,gentle,Technical,work,smart worker,no,yes,python,testing,data engineering,cloud computing,SAaS services,Series,Programmer Analyst
73,60,90,78,70,81,86,90,10,3,3,1,1,yes,poor,medium,stubborn,Technical,work,hard worker,yes,no,python,testing,Computer Architecture,testing,SAaS services,Cookbooks,Network Engineer
86,91,89,70,68,81,78,73,9,3,0,4,8,no,excellent,excellent,stubborn,Technical,salary,hard worker,yes,yes,python,hacking,networks,testing,Cloud Services,Horror,Systems Analyst
71,81,66,70,82,90,66,62,12,4,1,8,6,yes,medium,medium,stubborn,Management,salary,smart worker,yes,no,distro making,testing,data engineering,security,Business Process Analysis,Health,Programmer Analyst
93,78,82,84,91,66,92,71,11,4,4,5,8,yes,excellent,medium,gentle,Management,salary,smart worker,yes,yes,hadoop,web technologies,data engineering,testing,Testing and Maintainance Services,Biographies,Network Security Administrator
61,76,60,76,92,63,89,67,4,7,3,3,9,yes,medium,excellent,gentle,Technical,work,smart worker,yes,yes,full stack,web technologies,hacking,Business process analyst,SAaS services,Romance,Information Security Analyst
90,64,90,70,74,92,85,89,5,8,4,6,6,yes,excellent,excellent,stubborn,Technical,work,hard worker,yes,yes,machine learning,web technologies,Management,developer,Sales and Marketing,Poetry,E-Commerce Analyst
70,73,81,61,92,71,61,79,7,8,6,9,1,no,excellent,medium,stubborn,Management,work,hard worker,no,no,app development,game development,programming,testing,Cloud Services,Action and Adventure,Network Security Engineer
90,92,81,86,73,64,66,73,12,1,5,4,1,no,medium,excellent,stubborn,Management,salary,smart worker,no,no,r programming,testing,Software Engineering,system developer,Product based,Series,Business Intelligence Analyst
76,84,89,65,75,75,86,88,12,5,1,7,1,no,medium,poor,stubborn,Management,salary,hard worker,no,yes,app development,system designing,IOT,security,Finance,Science,Software Quality Assurance (QA) / Testing
73,77,68,71,72,62,89,80,7,3,3,1,6,yes,medium,excellent,stubborn,Technical,work,hard worker,no,yes,r programming,game development,Computer Architecture,cloud computing,Web Services,Satire,Systems Analyst
93,87,68,93,62,85,76,60,4,7,4,7,3,yes,medium,excellent,gentle,Management,work,smart worker,no,yes,information security,game development,IOT,developer,Service Based,Satire,Web Developer
73,64,62,84,71,82,84,73,12,4,0,9,9,no,medium,medium,stubborn,Technical,salary,smart worker,yes,yes,r programming,database security,networks,cloud computing,Business Process Analysis,Horror,Data Architect
64,60,92,82,79,64,90,92,9,7,2,2,2,yes,medium,excellent,stubborn,Management,work,hard worker,no,yes,hadoop,web technologies,parallel computing,system developer,Testing and Maintainance Services,Romance,Systems Security Administrator
79,72,63,92,93,94,87,90,8,9,5,9,2,yes,poor,excellent,stubborn,Technical,work,hard worker,yes,yes,shell programming,web technologies,parallel computing,security,Sales and Marketing,Satire,Information Technology Auditor
80,70,77,60,90,76,67,87,9,2,4,9,3,no,excellent,poor,stubborn,Management,salary,smart worker,no,no,hadoop,system designing,programming,developer,SAaS services,Biographies,Network Engineer
79,92,71,80,66,83,60,78,9,9,3,1,6,no,medium,excellent,gentle,Technical,work,smart worker,yes,yes,distro making,system designing,cloud computing,security,Finance,Cookbooks,E-Commerce Analyst
85,64,81,72,87,71,77,70,5,6,4,5,2,no,excellent,poor,gentle,Technical,salary,hard worker,yes,no,full stack,web technologies,networks,testing,Product based,Self help,Software Quality Assurance (QA) / Testing
62,74,78,90,68,72,82,67,8,3,4,1,8,yes,medium,excellent,stubborn,Technical,salary,smart worker,yes,yes,machine learning,web technologies,programming,developer,Finance,Comics,E-Commerce Analyst
75,80,82,92,72,67,65,85,4,8,6,4,6,no,excellent,poor,gentle,Technical,work,hard worker,no,yes,machine learning,cloud computing,hacking,cloud computing,Testing and Maintainance Services,Drama,Network Security Administrator
93,74,76,81,74,73,63,66,5,6,2,3,3,yes,excellent,excellent,gentle,Technical,salary,hard worker,no,no,r programming,database security,networks,system developer,Cloud Services,Travel,Solutions Architect
76,87,94,72,93,76,82,85,6,4,6,3,8,no,medium,medium,gentle,Technical,salary,hard worker,no,yes,hadoop,game development,IOT,system developer,Sales and Marketing,Autobiographies,Network Security Administrator
67,80,81,89,73,80,70,85,7,3,4,5,7,no,medium,medium,stubborn,Technical,salary,hard worker,no,no,app development,data science,networks,developer,Testing and Maintainance Services,Comics,E-Commerce Analyst
73,86,72,63,91,85,82,64,8,6,3,2,5,no,excellent,medium,stubborn,Management,work,hard worker,yes,no,machine learning,cloud computing,IOT,security,Service Based,Encyclopedias,Portal Administrator
61,78,76,91,80,85,67,76,7,2,1,5,9,yes,medium,excellent,gentle,Management,salary,smart worker,yes,yes,distro making,database security,Computer Architecture,Business process analyst,product development,Anthology,Software Quality Assurance (QA) / Testing
93,86,80,81,91,92,76,75,11,6,6,5,6,yes,excellent,excellent,stubborn,Technical,work,hard worker,yes,no,hadoop,testing,programming,Business process analyst,Web Services,Series,Network Security Administrator
83,68,89,72,91,83,72,73,9,2,1,7,1,no,poor,excellent,gentle,Technical,work,smart worker,no,no,information security,system designing,Management,developer,Finance,Horror,CRM Technical Developer
73,93,87,85,80,89,82,74,9,1,4,3,7,yes,poor,poor,gentle,Management,salary,hard worker,no,no,shell programming,database security,data engineering,developer,Testing and Maintainance Services,Dictionaries,Programmer Analyst
82,60,67,83,88,86,79,94,6,2,4,3,5,no,medium,excellent,gentle,Technical,work,hard worker,no,no,information security,hacking,Software Engineering,cloud computing,Sales and Marketing,Math,Programmer Analyst
88,68,68,61,85,90,70,63,8,4,5,7,5,no,poor,poor,stubborn,Management,salary,hard worker,no,no,distro making,web technologies,networks,Business process analyst,Finance,Drama,Software Systems Engineer
89,90,88,74,70,79,91,64,10,9,0,6,2,yes,poor,medium,stubborn,Technical,work,smart worker,yes,yes,shell programming,cloud computing,programming,Business process analyst,Business Process Analysis,Science,CRM Business Analyst
72,75,70,84,63,79,90,70,4,9,6,2,8,no,poor,medium,stubborn,Management,salary,smart worker,no,no,r programming,database security,IOT,system developer,Cloud Services,History,Systems Analyst
66,93,89,88,90,72,72,63,12,4,2,1,5,no,medium,excellent,gentle,Technical,salary,smart worker,yes,no,machine learning,database security,Management,security,product development,Anthology,Database Manager
69,77,70,72,89,64,74,94,4,8,6,3,8,yes,excellent,medium,gentle,Technical,work,hard worker,yes,no,python,hacking,IOT,cloud computing,Web Services,Autobiographies,Portal Administrator
70,74,84,84,73,69,65,61,5,9,2,2,8,yes,poor,poor,gentle,Management,salary,smart worker,yes,yes,full stack,game development,cloud computing,testing,Finance,Childrens,Database Developer
88,78,63,71,81,94,76,84,12,2,3,9,2,no,poor,excellent,gentle,Management,salary,hard worker,yes,yes,information security,system designing,parallel computing,developer,Business Process Analysis,Horror,Business Systems Analyst
85,64,75,93,60,90,60,62,4,8,4,6,8,no,excellent,poor,gentle,Technical,work,smart worker,yes,no,hadoop,game development,parallel computing,testing,Finance,Comics,Quality Assurance Associate
65,65,77,73,76,60,70,66,5,7,5,8,5,yes,medium,poor,stubborn,Management,work,hard worker,yes,yes,app development,game development,Software Engineering,testing,Business Process Analysis,Religion-Spirituality,Information Technology Manager
94,92,62,72,91,80,83,94,4,6,4,9,1,yes,medium,medium,stubborn,Technical,work,smart worker,yes,no,machine learning,hacking,Software Engineering,Business process analyst,Service Based,Anthology,Network Security Engineer
91,70,80,76,85,82,63,72,10,4,0,8,6,yes,poor,poor,gentle,Management,salary,smart worker,yes,yes,information security,database security,IOT,Business process analyst,Service Based,Self help,Data Architect
67,90,61,65,60,86,82,85,5,6,2,1,7,no,poor,medium,stubborn,Technical,work,hard worker,no,no,distro making,cloud computing,data engineering,developer,Web Services,Health,E-Commerce Analyst
80,94,62,80,78,88,72,80,4,6,5,1,8,no,excellent,medium,gentle,Technical,work,hard worker,no,yes,machine learning,database security,Computer Architecture,developer,Cloud Services,Self help,Web Developer
65,90,92,89,82,74,82,76,7,9,4,3,4,yes,medium,poor,gentle,Technical,work,smart worker,no,yes,machine learning,web technologies,parallel computing,developer,Cloud Services,Biographies,Project Manager
86,76,75,74,60,87,86,71,10,3,5,5,3,no,poor,poor,gentle,Technical,work,smart worker,no,no,information security,system designing,programming,cloud computing,Business Process Analysis,Comics,Information Security Analyst
75,67,85,92,66,90,75,78,11,8,2,3,7,yes,excellent,medium,gentle,Technical,salary,hard worker,yes,yes,machine learning,data science,Computer Architecture,system developer,product development,Mystery,Design & UX
87,62,73,67,94,78,80,71,4,3,6,2,7,no,poor,poor,stubborn,Management,salary,hard worker,no,no,hadoop,game development,Software Engineering,cloud computing,Testing and Maintainance Services,Diaries,Network Security Engineer
78,94,82,78,85,61,70,61,7,8,3,5,7,no,poor,medium,stubborn,Technical,work,smart worker,no,yes,r programming,web technologies,parallel computing,testing,Sales and Marketing,Satire,CRM Technical Developer
71,63,65,70,64,91,70,60,9,8,0,5,9,yes,excellent,poor,gentle,Management,salary,smart worker,no,no,app development,game development,cloud computing,testing,Cloud Services,Religion-Spirituality,Applications Developer
81,75,93,70,93,61,90,63,4,9,6,3,6,yes,poor,excellent,gentle,Technical,work,hard worker,yes,no,information security,data science,networks,cloud computing,Web Services,Travel,E-Commerce Analyst
72,62,86,65,65,83,62,76,9,7,6,3,4,yes,excellent,excellent,stubborn,Management,salary,smart worker,yes,no,app development,database security,Management,developer,Business Process Analysis,Drama,UX Designer
80,61,90,87,91,68,68,89,5,8,6,5,1,no,medium,poor,stubborn,Technical,work,hard worker,no,yes,information security,testing,data engineering,Business process analyst,Business Process Analysis,Action and Adventure,Database Administrator
71,80,76,68,92,67,73,91,11,5,1,2,7,no,poor,poor,stubborn,Management,work,hard worker,yes,yes,r programming,game development,cloud computing,Business process analyst,Sales and Marketing,Fantasy,Technical Services/Help Desk/Tech Support
74,82,83,69,76,83,68,85,12,8,3,1,2,yes,poor,excellent,stubborn,Technical,work,smart worker,no,no,app development,cloud computing,IOT,Business process analyst,Web Services,Encyclopedias,Design & UX
80,75,94,72,60,62,88,85,10,4,1,5,7,yes,medium,excellent,gentle,Technical,work,smart worker,no,yes,information security,web technologies,hacking,Business process analyst,SAaS services,Health,Network Engineer
66,62,84,88,72,87,80,72,5,8,5,3,5,yes,poor,excellent,gentle,Management,salary,hard worker,yes,yes,full stack,cloud computing,Software Engineering,Business process analyst,SAaS services,Drama,Network Security Administrator
90,86,77,62,65,82,65,81,11,1,1,6,8,yes,poor,poor,gentle,Management,salary,smart worker,no,no,python,hacking,hacking,security,Sales and Marketing,Prayer books,Technical Services/Help Desk/Tech Support
70,81,79,67,64,69,70,80,7,2,4,4,1,no,poor,excellent,stubborn,Management,work,smart worker,no,no,hadoop,testing,Computer Architecture,developer,Testing and Maintainance Services,Guide,Software Developer
67,76,82,60,76,92,76,87,9,2,5,2,8,no,medium,poor,stubborn,Technical,salary,smart worker,no,yes,r programming,web technologies,cloud computing,testing,product development,Fantasy,Design & UX
69,94,69,91,73,66,91,90,9,1,1,7,2,no,poor,poor,gentle,Technical,salary,hard worker,yes,yes,r programming,hacking,networks,Business process analyst,Business Process Analysis,Horror,CRM Business Analyst
78,70,92,65,90,85,73,61,5,3,5,6,7,no,excellent,poor,gentle,Management,work,smart worker,yes,yes,r programming,web technologies,IOT,system developer,Sales and Marketing,Self help,Technical Support
89,77,82,82,76,82,80,62,7,7,5,3,4,no,medium,poor,stubborn,Technical,salary,smart worker,no,no,python,testing,IOT,security,Finance,Encyclopedias,Quality Assurance Associate
85,84,93,93,88,70,65,68,12,8,1,5,8,no,poor,excellent,gentle,Management,salary,hard worker,no,yes,hadoop,web technologies,IOT,developer,Finance,Journals,Software Developer
62,84,92,65,90,75,79,61,4,8,3,9,4,no,poor,medium,gentle,Management,work,hard worker,yes,no,machine learning,system designing,networks,developer,Web Services,Dictionaries,Network Security Administrator
72,91,83,73,92,69,72,81,11,1,5,1,4,no,medium,excellent,gentle,Management,salary,hard worker,no,no,machine learning,database security,networks,security,Cloud Services,Autobiographies,Software Systems Engineer
86,79,67,83,79,83,72,86,4,6,1,7,7,no,medium,excellent,gentle,Technical,salary,hard worker,yes,no,shell programming,testing,hacking,Business process analyst,Finance,Prayer books,Web Developer
87,82,76,66,94,72,86,73,4,3,1,1,2,no,excellent,excellent,gentle,Technical,work,hard worker,no,yes,machine learning,web technologies,hacking,Business process analyst,Web Services,Journals,Technical Support
62,75,90,89,78,82,89,90,11,4,5,5,6,no,medium,medium,stubborn,Management,work,smart worker,yes,yes,r programming,data science,hacking,testing,Finance,Series,Database Developer
70,63,83,63,60,60,66,70,7,5,4,4,6,no,poor,excellent,stubborn,Technical,salary,smart worker,yes,no,shell programming,database security,networks,system developer,Product based,Anthology,Network Engineer
77,75,87,74,72,92,74,85,5,7,6,6,4,yes,excellent,poor,stubborn,Technical,salary,smart worker,yes,yes,full stack,hacking,Software Engineering,security,Service Based,Cookbooks,Database Administrator
93,92,67,70,61,73,92,63,9,7,4,5,1,no,medium,medium,stubborn,Management,salary,smart worker,yes,no,distro making,database security,Software Engineering,testing,product development,Travel,Software Systems Engineer
91,83,88,79,67,64,87,78,7,2,4,9,6,yes,poor,medium,gentle,Technical,salary,smart worker,no,yes,full stack,game development,Management,cloud computing,Sales and Marketing,Health,Technical Engineer
61,63,87,91,66,74,70,86,8,8,2,8,6,no,poor,poor,gentle,Technical,salary,hard worker,no,yes,distro making,game development,networks,system developer,Sales and Marketing,Biographies,Web Developer
80,90,90,91,76,81,79,76,10,5,5,4,6,yes,poor,poor,gentle,Management,salary,smart worker,yes,no,app development,web technologies,parallel computing,system developer,Finance,Journals,Systems Analyst
84,70,62,92,66,60,64,87,6,5,2,4,5,yes,excellent,medium,stubborn,Management,work,smart worker,no,no,machine learning,system designing,programming,cloud computing,Service Based,Science,Data Architect
61,65,94,65,89,64,93,65,12,5,5,9,8,yes,medium,medium,stubborn,Management,work,hard worker,yes,no,machine learning,data science,programming,testing,Sales and Marketing,Health,Technical Engineer
68,71,89,84,93,90,79,76,10,9,3,8,5,yes,excellent,poor,stubborn,Management,salary,smart worker,no,yes,python,testing,programming,testing,product development,Drama,Programmer Analyst
83,73,66,69,61,67,83,85,12,2,2,7,8,no,medium,medium,gentle,Management,work,smart worker,yes,yes,shell programming,testing,Management,security,product development,Guide,Technical Services/Help Desk/Tech Support
73,69,62,62,75,94,93,94,7,6,2,7,3,yes,medium,poor,gentle,Technical,salary,smart worker,no,yes,full stack,testing,hacking,testing,Product based,Mystery,Portal Administrator
86,69,75,63,94,67,73,66,10,2,3,8,6,yes,medium,excellent,gentle,Management,work,hard worker,yes,no,hadoop,database security,cloud computing,system developer,Web Services,History,CRM Business Analyst
62,89,84,90,90,81,79,67,9,1,5,8,9,no,poor,medium,stubborn,Management,work,smart worker,no,yes,python,hacking,hacking,cloud computing,product development,Self help,Systems Security Administrator
72,85,87,91,76,84,90,66,12,3,6,8,9,no,medium,medium,gentle,Technical,salary,hard worker,no,yes,machine learning,data science,networks,security,Cloud Services,Drama,Database Developer
80,72,64,82,72,68,67,77,12,5,4,9,9,yes,medium,medium,gentle,Technical,work,smart worker,no,no,r programming,game development,cloud computing,security,Cloud Services,Journals,Network Security Administrator
94,87,86,78,83,89,81,91,11,2,4,8,8,yes,medium,medium,gentle,Management,salary,hard worker,no,yes,distro making,hacking,Computer Architecture,system developer,Testing and Maintainance Services,Health,Technical Support
77,69,93,74,86,86,88,83,6,8,4,2,1,no,medium,excellent,gentle,Technical,work,smart worker,yes,no,app development,database security,parallel computing,cloud computing,Business Process Analysis,Series,Data Architect
64,77,81,82,61,91,90,61,4,8,6,2,9,yes,poor,medium,gentle,Management,work,smart worker,no,yes,full stack,hacking,IOT,Business process analyst,Service Based,Math,Technical Support
83,79,79,76,91,68,62,93,11,5,1,3,3,yes,medium,poor,gentle,Management,work,hard worker,no,yes,python,testing,cloud computing,cloud computing,Finance,Horror,Quality Assurance Associate
68,89,81,80,71,69,61,78,5,1,2,9,7,yes,medium,medium,stubborn,Management,work,hard worker,no,yes,python,testing,Management,testing,Web Services,Science fiction,Data Architect
71,75,89,75,85,83,90,67,4,5,2,1,3,no,poor,excellent,stubborn,Technical,salary,smart worker,yes,no,machine learning,hacking,IOT,developer,Testing and Maintainance Services,History,UX Designer
61,93,88,77,68,73,79,82,12,8,6,3,5,no,medium,medium,stubborn,Technical,salary,hard worker,yes,yes,full stack,web technologies,parallel computing,developer,Product based,Comics,E-Commerce Analyst
75,64,72,87,75,69,73,87,7,7,5,1,1,yes,medium,poor,gentle,Technical,salary,hard worker,yes,yes,shell programming,hacking,programming,security,Web Services,Horror,Business Systems Analyst
63,82,71,61,61,67,94,76,7,2,1,5,9,yes,poor,excellent,gentle,Management,salary,smart worker,no,no,shell programming,data science,networks,developer,SAaS services,Action and Adventure,Software Quality Assurance (QA) / Testing
81,78,87,68,79,85,75,84,4,4,1,4,7,no,excellent,excellent,stubborn,Technical,work,smart worker,no,yes,python,game development,data engineering,system developer,Product based,Travel,Project Manager
63,74,72,93,75,72,91,91,5,5,4,5,3,yes,medium,excellent,stubborn,Management,salary,hard worker,no,yes,distro making,web technologies,hacking,developer,product development,Fantasy,Web Developer
86,61,64,80,76,81,78,70,12,7,5,3,3,no,excellent,poor,stubborn,Management,salary,hard worker,no,no,information security,data science,data engineering,cloud computing,Service Based,Fantasy,Information Technology Manager
61,79,66,81,84,94,77,65,5,3,1,7,7,yes,excellent,excellent,gentle,Technical,work,smart worker,yes,yes,distro making,hacking,data engineering,developer,Web Services,Trilogy,Network Security Administrator
73,64,91,87,65,64,67,63,4,8,1,8,6,no,medium,poor,stubborn,Technical,work,smart worker,no,no,machine learning,data science,Management,cloud computing,Cloud Services,Health,Technical Engineer
62,90,68,93,64,61,64,83,11,3,5,1,6,no,poor,excellent,gentle,Management,salary,smart worker,yes,yes,hadoop,hacking,hacking,system developer,product development,Travel,Project Manager
77,61,61,77,83,89,76,62,4,6,2,2,9,yes,medium,excellent,stubborn,Management,work,smart worker,no,no,information security,web technologies,data engineering,Business process analyst,SAaS services,Childrens,Network Security Engineer
80,70,72,84,81,86,85,61,7,3,3,6,2,no,poor,excellent,stubborn,Technical,work,smart worker,yes,yes,information security,game development,hacking,Business process analyst,product development,Mystery,Software Systems Engineer
68,81,71,83,70,71,74,77,12,3,1,5,2,no,excellent,poor,stubborn,Management,work,hard worker,yes,no,shell programming,cloud computing,programming,testing,Web Services,Cookbooks,Network Security Administrator
79,94,81,64,64,94,71,88,8,2,6,7,2,yes,poor,excellent,stubborn,Management,salary,hard worker,yes,no,hadoop,database security,Computer Architecture,developer,Cloud Services,Horror,Business Intelligence Analyst
